PR_{101},PR_{102},PR_{103},PR_{104},PR_{105},PR_{106},PR_{107},PR_{108},PR_{109},PR_{110},PR_{111},PR_{112},PR_{113},PR_{114},PR_{115},PR_{116},PR_{117},PR_{118},PR_{119},PR_{120},PR_{121},PR_{122},PR_{123},PR_{124}
0.7964211793804918, 0.7964211793804918, 0.7964211793804918, 0.7964211793804918, 0.7964211793804916, 0.7964211793804918, 0.7964211793804918, 0.7964211793804918, 0.7964211793804918, 0.7964211802301195, 0.7964211785308593, 0.7964211793804918, 0.7964211793804918, 0.7964211785308593, 0.7964211793804916, 0.7964211793804916, 0.39404946870891777, 0.7964211793804918, 0.7964211793804918, 0.7964211793804918, 0.7964211793804918, 0.7964211802301195, 0.7964211802301195, 0.7964211793804916 
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7964211798744762, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7964211798744762, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7964211798744762, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7964211798744762, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7964211798744762, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
0.0, 0.0, 0.7964211782447843, 0.0, 0.0, 0.0, 0.7964211798744762, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7964211790596312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7964211782447843 
0.0, 0.0, 0.7964211782447843, 0.0, 0.0, 0.0, 0.7964211798744762, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7964211782447843 
0.0, 0.0, 0.7964211782447843, 0.0, 0.0, 0.0, 0.7964211798744762, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7964211790596312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7964211799092618, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7964211790596312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7964211782099986 
